id,task_id,instruction,exe_status,robot_id,box_code,lattice_code,create_time,execute_time,update_time,robot_type
79699,45161,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510101,B004232,1025127001,2021-12-21 11:11:26.710,2021-12-21 11:11:26.710,2021-12-21 11:12:08.444,P40
79776,45227,GO_SOMEWHERE,COMPLETED,5211166,B001673,00603001,2021-12-21 11:12:06.529,2021-12-21 11:12:06.529,2021-12-21 11:12:09.227,RS5-D
79768,45209,GO_RETURN_BOX,COMPLETED,5211169,B004465,1010120001,2021-12-21 11:12:04.056,2021-12-21 11:12:04.056,2021-12-21 11:12:10.228,RS5-D
79613,45147,GO_SOMEWHERE,COMPLETED,1510104,B003981,1010127001,2021-12-21 11:10:41.301,2021-12-21 11:10:41.301,2021-12-21 11:12:10.934,P40
79777,45229,GO_RETURN_BOX,COMPLETED,5211168,B002873,1010127001,2021-12-21 11:12:07.089,2021-12-21 11:12:07.089,2021-12-21 11:12:12.923,RS5-D
79766,45231,GO_SOMEWHERE,COMPLETED,1510137,B003583,1035124501,2021-12-21 11:12:03.581,2021-12-21 11:12:03.581,2021-12-21 11:12:13.548,P40
79686,45204,GO_SOMEWHERE,COMPLETED,1510116,B004095,1050105001,2021-12-21 11:11:22.438,2021-12-21 11:11:22.438,2021-12-21 11:12:13.963,P40
79769,45232,GO_FETCHING_BOX,COMPLETED,5211165,B004478,00201301,2021-12-21 11:12:04.271,2021-12-21 11:12:04.271,2021-12-21 11:12:14.168,RS5-D
79755,45228,GO_SOMEWHERE,COMPLETED,5211163,,,2021-12-21 11:11:54.695,2021-12-21 11:11:54.695,2021-12-21 11:12:14.713,RS5-D
79784,45231,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510137,B003583,1035124501,2021-12-21 11:12:13.651,2021-12-21 11:12:13.651,2021-12-21 11:12:15.046,P40
79781,45234,GO_SOMEWHERE,COMPLETED,1510101,B004117,1025126501,2021-12-21 11:12:10.008,2021-12-21 11:12:10.008,2021-12-21 11:12:16.173,P40
79771,45233,GO_FETCHING_BOX,COMPLETED,5211162,B004385,00601609,2021-12-21 11:12:05.595,2021-12-21 11:12:05.595,2021-12-21 11:12:16.380,RS5-D
79782,45235,GO_FETCHING_BOX,COMPLETED,5211169,B004941,00203205,2021-12-21 11:12:10.452,2021-12-21 11:12:10.452,2021-12-21 11:12:16.810,RS5-D
79787,45234,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510101,B004117,1025126501,2021-12-21 11:12:16.274,2021-12-21 11:12:16.274,2021-12-21 11:12:17.491,P40
79785,45232,GO_RETURN_BOX,COMPLETED,5211165,B004478,1010107501,2021-12-21 11:12:14.274,2021-12-21 11:12:14.274,2021-12-21 11:12:19.380,RS5-D
79467,45142,GO_SOMEWHERE,COMPLETED,1510118,B003283,1010102501,2021-12-21 11:09:18.710,2021-12-21 11:09:18.710,2021-12-21 11:12:20.781,P40
79791,45233,GO_RETURN_BOX,COMPLETED,5211162,B004385,1075111001,2021-12-21 11:12:17.075,2021-12-21 11:12:17.075,2021-12-21 11:12:21.984,RS5-D
79775,45227,GO_FETCHING_BOX,COMPLETED,5211166,B001673,00603001,2021-12-21 11:12:06.529,2021-12-21 11:12:06.529,2021-12-21 11:12:22.540,RS5-D
79783,45236,GO_FETCHING_BOX,COMPLETED,5211168,B000595,1010123001,2021-12-21 11:12:13.221,2021-12-21 11:12:13.221,2021-12-21 11:12:23.542,RS5-D
79792,45235,GO_RETURN_BOX,COMPLETED,5211169,B004941,1010114001,2021-12-21 11:12:17.493,2021-12-21 11:12:17.493,2021-12-21 11:12:25.105,RS5-D
79796,45227,GO_RETURN_BOX,COMPLETED,5211166,B001673,1075122001,2021-12-21 11:12:22.651,2021-12-21 11:12:22.651,2021-12-21 11:12:27.456,RS5-D
79794,45237,GO_FETCHING_BOX,COMPLETED,5211165,B004846,1010108001,2021-12-21 11:12:19.490,2021-12-21 11:12:19.490,2021-12-21 11:12:27.569,RS5-D
79544,45162,GO_SOMEWHERE,COMPLETED,1510135,B000932,1060126001,2021-12-21 11:10:10.813,2021-12-21 11:10:10.813,2021-12-21 11:12:28.816,P40
79797,45236,GO_RETURN_BOX,COMPLETED,5211168,B000595,00203405,2021-12-21 11:12:24.224,2021-12-21 11:12:24.224,2021-12-21 11:12:29.126,RS5-D
79594,45175,GO_SOMEWHERE,CANCELED,1510134,B004835,1010127501,2021-12-21 11:10:33.890,2021-12-21 11:10:33.890,2021-12-21 11:12:29.602,P40
79597,45174,GO_SOMEWHERE,COMPLETED,1510111,B001244,1075117501,2021-12-21 11:10:35.391,2021-12-21 11:10:35.391,2021-12-21 11:12:29.813,P40
79795,45238,GO_FETCHING_BOX,COMPLETED,5211162,B002959,1075108501,2021-12-21 11:12:22.211,2021-12-21 11:12:22.211,2021-12-21 11:12:31.701,RS5-D
79807,45237,GO_RETURN_BOX,COMPLETED,5211165,B004846,00201619,2021-12-21 11:12:27.689,2021-12-21 11:12:27.689,2021-12-21 11:12:33.292,RS5-D
79753,45226,GO_FETCHING_BOX,COMPLETED,5211167,B002910,00501411,2021-12-21 11:11:54.566,2021-12-21 11:11:54.566,2021-12-21 11:12:33.527,RS5-D
79809,45175,GO_SOMEWHERE,COMPLETED,1510134,B004835,1010127501,2021-12-21 11:12:29.372,2021-12-21 11:12:29.372,2021-12-21 11:12:33.763,P40
79799,45240,GO_FETCHING_BOX,COMPLETED,5211169,B000743,1010115001,2021-12-21 11:12:25.456,2021-12-21 11:12:25.456,2021-12-21 11:12:33.764,RS5-D
79811,45238,GO_RETURN_BOX,COMPLETED,5211162,B002959,00600509,2021-12-21 11:12:31.826,2021-12-21 11:12:31.826,2021-12-21 11:12:38.152,RS5-D
79679,45194,GO_SOMEWHERE,COMPLETED,1510109,B003692,1035106501,2021-12-21 11:11:17.658,2021-12-21 11:11:17.658,2021-12-21 11:12:39.123,P40
79814,45240,GO_RETURN_BOX,COMPLETED,5211169,B000743,00202113,2021-12-21 11:12:33.880,2021-12-21 11:12:33.880,2021-12-21 11:12:39.454,RS5-D
79810,45242,GO_FETCHING_BOX,COMPLETED,5211168,B004528,00204209,2021-12-21 11:12:29.376,2021-12-21 11:12:29.376,2021-12-21 11:12:39.634,RS5-D
79657,45112,GO_SOMEWHERE,CANCELED,1510119,B003470,1025123001,2021-12-21 11:11:08.814,2021-12-21 11:11:08.814,2021-12-21 11:12:39.635,P40
79812,45237,GO_FETCHING_BOX,COMPLETED,5211165,B004846,00201619,2021-12-21 11:12:33.417,2021-12-21 11:12:33.417,2021-12-21 11:12:39.856,RS5-D
79813,45226,GO_RETURN_BOX,COMPLETED,5211167,B002910,1060111501,2021-12-21 11:12:33.646,2021-12-21 11:12:33.646,2021-12-21 11:12:40.188,RS5-D
79823,45112,GO_SOMEWHERE,COMPLETED,1510119,B003470,1025123001,2021-12-21 11:12:39.349,2021-12-21 11:12:39.349,2021-12-21 11:12:43.516,P40
79827,45237,GO_RETURN_BOX,COMPLETED,5211165,B004846,1010110001,2021-12-21 11:12:40.539,2021-12-21 11:12:40.539,2021-12-21 11:12:45.743,RS5-D
79826,45242,GO_RETURN_BOX,COMPLETED,5211168,B004528,1010127501,2021-12-21 11:12:40.320,2021-12-21 11:12:40.320,2021-12-21 11:12:45.987,RS5-D
79665,45188,GO_SOMEWHERE,COMPLETED,1510131,B003090,1025126001,2021-12-21 11:11:14.182,2021-12-21 11:11:14.182,2021-12-21 11:12:47.166,P40
79821,45243,GO_FETCHING_BOX,COMPLETED,5211162,B003620,1075108001,2021-12-21 11:12:38.256,2021-12-21 11:12:38.256,2021-12-21 11:12:47.370,RS5-D
79675,45197,GO_SOMEWHERE,CANCELED,1510140,B003718,1035123001,2021-12-21 11:11:17.044,2021-12-21 11:11:17.044,2021-12-21 11:12:49.247,P40
79824,45244,GO_FETCHING_BOX,COMPLETED,5211169,B001025,1010118001,2021-12-21 11:12:39.732,2021-12-21 11:12:39.732,2021-12-21 11:12:50.254,RS5-D
79788,45147,GO_SOMEWHERE,CANCELED,1510104,B003981,1050103001,2021-12-21 11:12:17.033,2021-12-21 11:12:17.033,2021-12-21 11:12:50.901,P40
79770,45230,GO_SOMEWHERE,CANCELED,1510112,B003207,1035122501,2021-12-21 11:12:05.125,2021-12-21 11:12:05.125,2021-12-21 11:12:50.903,P40
79705,45183,GO_SOMEWHERE,CANCELED,1510133,B000621,1025111501,2021-12-21 11:11:30.966,2021-12-21 11:11:30.966,2021-12-21 11:12:52.254,P40
79808,45175,GO_SOMEWHERE,COMPLETED,1510134,B004835,1010127501,2021-12-21 11:12:29.372,2021-12-21 11:12:29.372,2021-12-21 11:12:52.625,P40
79830,45243,GO_RETURN_BOX,COMPLETED,5211162,B003620,00600715,2021-12-21 11:12:47.475,2021-12-21 11:12:47.475,2021-12-21 11:12:52.934,RS5-D
79836,45147,GO_SOMEWHERE,COMPLETED,1510104,B003981,1050103001,2021-12-21 11:12:50.685,2021-12-21 11:12:50.685,2021-12-21 11:12:53.146,P40
79832,45197,GO_SOMEWHERE,COMPLETED,1510140,B003718,1035123001,2021-12-21 11:12:49.018,2021-12-21 11:12:49.018,2021-12-21 11:12:53.370,P40
79834,45244,GO_RETURN_BOX,COMPLETED,5211169,B001025,00103003,2021-12-21 11:12:50.357,2021-12-21 11:12:50.357,2021-12-21 11:12:53.747,RS5-D
79828,45246,GO_FETCHING_BOX,COMPLETED,5211165,B003553,1010111001,2021-12-21 11:12:45.872,2021-12-21 11:12:45.872,2021-12-21 11:12:54.377,RS5-D
79798,45239,GO_FETCHING_BOX,COMPLETED,5211163,B004233,00501303,2021-12-21 11:12:24.882,2021-12-21 11:12:24.882,2021-12-21 11:12:55.142,RS5-D
79838,45230,GO_SOMEWHERE,COMPLETED,1510112,B003207,1035122501,2021-12-21 11:12:50.689,2021-12-21 11:12:50.689,2021-12-21 11:12:55.248,P40
79772,45170,GO_SOMEWHERE,COMPLETED,1510139,B004987,1050104001,2021-12-21 11:12:05.814,2021-12-21 11:12:05.814,2021-12-21 11:12:55.682,P40
79829,45247,GO_FETCHING_BOX,COMPLETED,5211168,B003264,1010124501,2021-12-21 11:12:46.109,2021-12-21 11:12:46.109,2021-12-21 11:12:55.683,RS5-D
79773,45170,GO_SOMEWHERE,COMPLETED,1510139,B004987,1050104001,2021-12-21 11:12:05.815,2021-12-21 11:12:05.815,2021-12-21 11:12:56.019,P40
79806,45241,GO_FETCHING_BOX,COMPLETED,5211166,B004999,1060122501,2021-12-21 11:12:27.680,2021-12-21 11:12:27.680,2021-12-21 11:12:56.326,RS5-D
79840,45183,GO_SOMEWHERE,COMPLETED,1510133,B000621,1025111501,2021-12-21 11:12:52.038,2021-12-21 11:12:52.038,2021-12-21 11:12:56.458,P40
79803,45204,GO_SOMEWHERE,COMPLETED,1510116,B004095,1050111001,2021-12-21 11:12:27.283,2021-12-21 11:12:27.283,2021-12-21 11:12:56.459,P40
79804,45204,GO_SOMEWHERE,COMPLETED,1510116,B004095,1050111001,2021-12-21 11:12:27.305,2021-12-21 11:12:27.305,2021-12-21 11:12:56.902,P40
79774,45170,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510139,B004987,1050104001,2021-12-21 11:12:05.816,2021-12-21 11:12:05.816,2021-12-21 11:12:57.486,P40
79805,45204,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510116,B004095,1050111001,2021-12-21 11:12:27.317,2021-12-21 11:12:27.317,2021-12-21 11:12:58.324,P40
79844,45248,GO_FETCHING_BOX,COMPLETED,5211162,B004254,1075107001,2021-12-21 11:12:53.037,2021-12-21 11:12:53.037,2021-12-21 11:12:59.388,RS5-D
79846,45246,GO_RETURN_BOX,COMPLETED,5211165,B003553,1010110501,2021-12-21 11:12:55.028,2021-12-21 11:12:55.028,2021-12-21 11:12:59.809,RS5-D
79848,45247,GO_RETURN_BOX,COMPLETED,5211168,B003264,00103509,2021-12-21 11:12:55.801,2021-12-21 11:12:55.801,2021-12-21 11:13:01.492,RS5-D
79849,45241,GO_RETURN_BOX,COMPLETED,5211166,B004999,00503601,2021-12-21 11:12:56.440,2021-12-21 11:12:56.440,2021-12-21 11:13:01.715,RS5-D
79831,45197,GO_SOMEWHERE,CANCELED,1510140,B003718,1035123001,2021-12-21 11:12:49.019,2021-12-21 11:12:49.019,2021-12-21 11:13:01.718,P40
79725,45207,GO_FETCHING_BOX,CANCELED,5211164,B001534,00103619,2021-12-21 11:11:38.826,2021-12-21 11:11:38.826,2021-12-21 11:13:01.832,RS5-D
79845,45249,GO_FETCHING_BOX,COMPLETED,5211169,B000960,1010119001,2021-12-21 11:12:53.955,2021-12-21 11:12:53.955,2021-12-21 11:13:01.834,RS5-D
79847,45239,GO_RETURN_BOX,COMPLETED,5211163,B004233,1060111001,2021-12-21 11:12:55.788,2021-12-21 11:12:55.788,2021-12-21 11:13:02.290,RS5-D
79853,45248,GO_RETURN_BOX,COMPLETED,5211162,B004254,00600719,2021-12-21 11:13:00.115,2021-12-21 11:13:00.115,2021-12-21 11:13:03.548,RS5-D
79292,45089,GO_SOMEWHERE,COMPLETED,1510120,B002776,1050120001,2021-12-21 11:07:26.288,2021-12-21 11:07:26.288,2021-12-21 11:13:03.892,P40
79855,45207,GO_SOMEWHERE,COMPLETED,5211164,B001534,00103619,2021-12-21 11:13:01.482,2021-12-21 11:13:01.482,2021-12-21 11:13:04.930,RS5-D
79857,45197,GO_SOMEWHERE,COMPLETED,1510140,B003718,1035123001,2021-12-21 11:13:01.486,2021-12-21 11:13:01.486,2021-12-21 11:13:05.913,P40
79822,45112,GO_SOMEWHERE,CANCELED,1510119,B003470,1025123001,2021-12-21 11:12:39.349,2021-12-21 11:12:39.349,2021-12-21 11:13:06.424,P40
79850,45250,GO_SOMEWHERE,COMPLETED,1510139,B003145,1060106501,2021-12-21 11:12:57.660,2021-12-21 11:12:57.660,2021-12-21 11:13:06.768,P40
79860,45249,GO_RETURN_BOX,COMPLETED,5211169,B000960,00103011,2021-12-21 11:13:01.967,2021-12-21 11:13:01.967,2021-12-21 11:13:06.989,RS5-D
79865,45250,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510139,B003145,1060106501,2021-12-21 11:13:06.871,2021-12-21 11:13:06.871,2021-12-21 11:13:08.208,P40
79778,45138,GO_SOMEWHERE,COMPLETED,1510132,B004748,1060103001,2021-12-21 11:12:08.304,2021-12-21 11:12:08.304,2021-12-21 11:13:08.505,P40
79852,45252,GO_FETCHING_BOX,COMPLETED,5211165,B004439,1010111501,2021-12-21 11:13:00.104,2021-12-21 11:13:00.104,2021-12-21 11:13:08.614,RS5-D
79864,45112,GO_SOMEWHERE,COMPLETED,1510119,B003470,1025123001,2021-12-21 11:13:06.189,2021-12-21 11:13:06.189,2021-12-21 11:13:08.621,P40
79779,45138,GO_SOMEWHERE,COMPLETED,1510132,B004748,1060103001,2021-12-21 11:12:08.306,2021-12-21 11:12:08.306,2021-12-21 11:13:08.834,P40
79780,45138,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510132,B004748,1060103001,2021-12-21 11:12:08.308,2021-12-21 11:12:08.308,2021-12-21 11:13:10.289,P40
79859,45254,GO_FETCHING_BOX,COMPLETED,5211166,B003461,00403917,2021-12-21 11:13:01.957,2021-12-21 11:13:01.957,2021-12-21 11:13:10.797,RS5-D
79858,45253,GO_FETCHING_BOX,COMPLETED,5211168,B000121,00204009,2021-12-21 11:13:01.720,2021-12-21 11:13:01.720,2021-12-21 11:13:11.267,RS5-D
79756,45141,GO_SOMEWHERE,COMPLETED,1510138,B001878,1050104501,2021-12-21 11:11:55.339,2021-12-21 11:11:55.339,2021-12-21 11:13:11.854,P40
79861,45255,GO_FETCHING_BOX,COMPLETED,5211163,B004413,00402213,2021-12-21 11:13:02.417,2021-12-21 11:13:02.417,2021-12-21 11:13:12.075,RS5-D
79757,45141,GO_SOMEWHERE,COMPLETED,1510138,B001878,1050104501,2021-12-21 11:11:55.341,2021-12-21 11:11:55.341,2021-12-21 11:13:12.301,P40
79758,45141,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510138,B001878,1050104501,2021-12-21 11:11:55.342,2021-12-21 11:11:55.342,2021-12-21 11:13:13.696,P40
79862,45256,GO_FETCHING_BOX,COMPLETED,5211162,B001715,00601405,2021-12-21 11:13:03.781,2021-12-21 11:13:03.781,2021-12-21 11:13:13.799,RS5-D
79863,45112,GO_SOMEWHERE,COMPLETED,1510119,B003470,1025123001,2021-12-21 11:13:06.190,2021-12-21 11:13:06.190,2021-12-21 11:13:13.995,P40
79825,45245,GO_FETCHING_BOX,COMPLETED,5211167,B000610,1025122501,2021-12-21 11:12:40.310,2021-12-21 11:12:40.310,2021-12-21 11:13:14.206,RS5-D
79871,45252,GO_RETURN_BOX,COMPLETED,5211165,B004439,00201909,2021-12-21 11:13:09.270,2021-12-21 11:13:09.270,2021-12-21 11:13:14.207,RS5-D
79815,45174,GO_SOMEWHERE,COMPLETED,1510111,B001244,1060102501,2021-12-21 11:12:36.643,2021-12-21 11:12:36.643,2021-12-21 11:13:14.313,P40
79658,45112,GO_SOMEWHERE,COMPLETED,1510119,B003470,1025123001,2021-12-21 11:11:08.816,2021-12-21 11:11:08.816,2021-12-21 11:13:14.314,P40
79816,45174,GO_SOMEWHERE,COMPLETED,1510111,B001244,1060102501,2021-12-21 11:12:36.644,2021-12-21 11:12:36.644,2021-12-21 11:13:14.792,P40
79866,45257,GO_FETCHING_BOX,COMPLETED,5211169,B003142,00102809,2021-12-21 11:13:07.220,2021-12-21 11:13:07.220,2021-12-21 11:13:15.701,RS5-D
79659,45112,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510119,B003470,1025123001,2021-12-21 11:11:08.817,2021-12-21 11:11:08.817,2021-12-21 11:13:15.812,P40
79817,45174,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510111,B001244,1060102501,2021-12-21 11:12:36.645,2021-12-21 11:12:36.645,2021-12-21 11:13:16.205,P40
79875,45255,GO_RETURN_BOX,COMPLETED,5211163,B004413,1050114001,2021-12-21 11:13:12.763,2021-12-21 11:13:12.763,2021-12-21 11:13:16.207,RS5-D
79874,45253,GO_RETURN_BOX,COMPLETED,5211168,B000121,1010124501,2021-12-21 11:13:11.407,2021-12-21 11:13:11.407,2021-12-21 11:13:16.646,RS5-D
79873,45254,GO_RETURN_BOX,COMPLETED,5211166,B003461,1050123001,2021-12-21 11:13:10.934,2021-12-21 11:13:10.934,2021-12-21 11:13:17.113,RS5-D
79876,45256,GO_RETURN_BOX,COMPLETED,5211162,B001715,1075110501,2021-12-21 11:13:13.976,2021-12-21 11:13:13.976,2021-12-21 11:13:17.365,RS5-D
79767,45225,GO_SOMEWHERE,COMPLETED,1510102,B004980,1060123501,2021-12-21 11:12:03.792,2021-12-21 11:12:03.792,2021-12-21 11:13:18.255,P40
79882,45245,GO_RETURN_BOX,COMPLETED,5211167,B000610,00303507,2021-12-21 11:13:14.895,2021-12-21 11:13:14.895,2021-12-21 11:13:19.703,RS5-D
79719,45152,GO_SOMEWHERE,COMPLETED,1510108,B003745,1025127501,2021-12-21 11:11:37.522,2021-12-21 11:11:37.522,2021-12-21 11:13:20.732,P40
79720,45152,GO_SOMEWHERE,COMPLETED,1510108,B003745,1025127501,2021-12-21 11:11:37.524,2021-12-21 11:11:37.524,2021-12-21 11:13:21.057,P40
79734,45189,GO_SOMEWHERE,COMPLETED,1510117,B004041,1060105001,2021-12-21 11:11:42.684,2021-12-21 11:11:42.684,2021-12-21 11:13:21.059,P40
79883,45257,GO_RETURN_BOX,COMPLETED,5211169,B003142,1010118001,2021-12-21 11:13:15.803,2021-12-21 11:13:15.803,2021-12-21 11:13:21.396,RS5-D
79872,45258,GO_SOMEWHERE,COMPLETED,1510132,B000376,1075105501,2021-12-21 11:13:10.474,2021-12-21 11:13:10.474,2021-12-21 11:13:21.498,P40
79721,45152,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510108,B003745,1025127501,2021-12-21 11:11:37.525,2021-12-21 11:11:37.525,2021-12-21 11:13:22.555,P40
79891,45258,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510132,B000376,1075105501,2021-12-21 11:13:21.624,2021-12-21 11:13:21.624,2021-12-21 11:13:22.961,P40
79878,45260,GO_FETCHING_BOX,COMPLETED,5211165,B003827,1010109501,2021-12-21 11:13:14.446,2021-12-21 11:13:14.446,2021-12-21 11:13:23.241,RS5-D
79888,45265,GO_FETCHING_BOX,COMPLETED,5211166,B003205,00503711,2021-12-21 11:13:17.354,2021-12-21 11:13:17.354,2021-12-21 11:13:25.873,RS5-D
79886,45262,GO_FETCHING_BOX,COMPLETED,5211163,B004095,1050111001,2021-12-21 11:13:16.424,2021-12-21 11:13:16.424,2021-12-21 11:13:26.007,RS5-D
79877,45259,GO_SOMEWHERE,COMPLETED,1510138,B001253,1060106001,2021-12-21 11:13:13.988,2021-12-21 11:13:13.988,2021-12-21 11:13:26.560,P40
79895,45260,GO_RETURN_BOX,COMPLETED,5211165,B003827,00201613,2021-12-21 11:13:23.347,2021-12-21 11:13:23.347,2021-12-21 11:13:26.665,RS5-D
79839,45183,GO_SOMEWHERE,COMPLETED,1510133,B000621,1025111501,2021-12-21 11:12:52.039,2021-12-21 11:12:52.039,2021-12-21 11:13:27.593,P40
79890,45267,GO_FETCHING_BOX,COMPLETED,5211167,B003570,1025123501,2021-12-21 11:13:19.833,2021-12-21 11:13:19.833,2021-12-21 11:13:27.713,RS5-D
79889,45266,GO_FETCHING_BOX,COMPLETED,5211162,B004762,00600701,2021-12-21 11:13:17.594,2021-12-21 11:13:17.594,2021-12-21 11:13:27.715,RS5-D
79904,45259,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510138,B001253,1060106001,2021-12-21 11:13:26.676,2021-12-21 11:13:26.676,2021-12-21 11:13:28.047,P40
79733,45215,GO_SOMEWHERE,COMPLETED,1510114,B000156,1050104501,2021-12-21 11:11:42.502,2021-12-21 11:11:42.502,2021-12-21 11:13:28.901,P40
79885,45263,GO_SOMEWHERE,COMPLETED,1510111,B000477,1035106501,2021-12-21 11:13:16.414,2021-12-21 11:13:16.414,2021-12-21 11:13:29.126,P40
79909,45263,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510111,B000477,1035106501,2021-12-21 11:13:29.233,2021-12-21 11:13:29.233,2021-12-21 11:13:30.473,P40
79899,45265,GO_RETURN_BOX,COMPLETED,5211166,B003205,1060123501,2021-12-21 11:13:25.997,2021-12-21 11:13:25.997,2021-12-21 11:13:30.925,RS5-D
79908,45266,GO_RETURN_BOX,COMPLETED,5211162,B004762,1075107001,2021-12-21 11:13:28.379,2021-12-21 11:13:28.379,2021-12-21 11:13:31.708,RS5-D
79907,45267,GO_RETURN_BOX,COMPLETED,5211167,B003570,00702207,2021-12-21 11:13:28.366,2021-12-21 11:13:28.366,2021-12-21 11:13:33.145,RS5-D
79903,45262,GO_RETURN_BOX,COMPLETED,5211163,B004095,00501405,2021-12-21 11:13:26.667,2021-12-21 11:13:26.667,2021-12-21 11:13:33.148,RS5-D
79851,45251,GO_SOMEWHERE,COMPLETED,1510116,B002910,1060111501,2021-12-21 11:12:58.663,2021-12-21 11:12:58.663,2021-12-21 11:13:34.241,P40
79905,45270,GO_FETCHING_BOX,COMPLETED,5211165,B003195,1010109001,2021-12-21 11:13:26.792,2021-12-21 11:13:26.792,2021-12-21 11:13:34.551,RS5-D
79893,45269,GO_SOMEWHERE,COMPLETED,1510108,B004743,1010126501,2021-12-21 11:13:22.850,2021-12-21 11:13:22.850,2021-12-21 11:13:34.980,P40
79918,45251,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510116,B002910,1060111501,2021-12-21 11:13:34.341,2021-12-21 11:13:34.341,2021-12-21 11:13:35.641,P40
79920,45269,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510108,B004743,1010126501,2021-12-21 11:13:35.090,2021-12-21 11:13:35.090,2021-12-21 11:13:36.453,P40
79911,45271,GO_FETCHING_BOX,COMPLETED,5211166,B002094,1060124001,2021-12-21 11:13:31.243,2021-12-21 11:13:31.243,2021-12-21 11:13:39.259,RS5-D
79896,45225,GO_SOMEWHERE,COMPLETED,1510102,B004980,1060116001,2021-12-21 11:13:25.088,2021-12-21 11:13:25.088,2021-12-21 11:13:39.457,P40
79897,45225,GO_SOMEWHERE,COMPLETED,1510102,B004980,1060116001,2021-12-21 11:13:25.089,2021-12-21 11:13:25.089,2021-12-21 11:13:39.791,P40
79752,45224,GO_SOMEWHERE,CANCELED,1510103,B002432,1025122001,2021-12-21 11:11:53.393,2021-12-21 11:11:53.393,2021-12-21 11:13:39.908,P40
79879,45175,GO_SOMEWHERE,COMPLETED,1510134,B004835,1025126501,2021-12-21 11:13:14.665,2021-12-21 11:13:14.665,2021-12-21 11:13:40.036,P40
79786,45231,GO_SOMEWHERE,COMPLETED,1510137,B003583,1035124501,2021-12-21 11:12:15.700,2021-12-21 11:12:15.700,2021-12-21 11:13:40.153,P40
79880,45175,GO_SOMEWHERE,COMPLETED,1510134,B004835,1025126501,2021-12-21 11:13:14.667,2021-12-21 11:13:14.667,2021-12-21 11:13:40.369,P40
79898,45225,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510102,B004980,1060116001,2021-12-21 11:13:25.090,2021-12-21 11:13:25.090,2021-12-21 11:13:41.149,P40
79881,45175,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510134,B004835,1025126501,2021-12-21 11:13:14.668,2021-12-21 11:13:14.668,2021-12-21 11:13:41.782,P40
79887,45264,GO_FETCHING_BOX,COMPLETED,5211168,B004472,00603211,2021-12-21 11:13:16.868,2021-12-21 11:13:16.868,2021-12-21 11:13:42.185,RS5-D
79913,45273,GO_FETCHING_BOX,COMPLETED,5211167,B003881,00702401,2021-12-21 11:13:33.278,2021-12-21 11:13:33.278,2021-12-21 11:13:42.324,RS5-D
79914,45274,GO_FETCHING_BOX,COMPLETED,5211163,B004987,1050104001,2021-12-21 11:13:33.289,2021-12-21 11:13:33.289,2021-12-21 11:13:43.694,RS5-D
79927,45224,GO_SOMEWHERE,COMPLETED,1510103,B002432,1025122001,2021-12-21 11:13:39.680,2021-12-21 11:13:39.680,2021-12-21 11:13:44.027,P40
79884,45261,GO_SOMEWHERE,COMPLETED,1510119,B004376,1010122001,2021-12-21 11:13:16.097,2021-12-21 11:13:16.097,2021-12-21 11:13:44.706,P40
79928,45271,GO_RETURN_BOX,COMPLETED,5211166,B002094,00403417,2021-12-21 11:13:40.021,2021-12-21 11:13:40.021,2021-12-21 11:13:45.741,RS5-D
79934,45261,ADJUST_MECHANISM_HEIGHT,COMPLETED,1510119,B004376,1010122001,2021-12-21 11:13:44.961,2021-12-21 11:13:44.961,2021-12-21 11:13:46.327,P40
79793,45234,GO_SOMEWHERE,COMPLETED,1510101,B004117,1025126501,2021-12-21 11:12:18.146,2021-12-21 11:12:18.146,2021-12-21 11:13:46.616,P40
79919,45270,GO_RETURN_BOX,COMPLETED,5211165,B003195,1010111001,2021-12-21 11:13:34.657,2021-12-21 11:13:34.657,2021-12-21 11:13:46.617,RS5-D
79931,45273,GO_RETURN_BOX,COMPLETED,5211167,B003881,1025123501,2021-12-21 11:13:43.099,2021-12-21 11:13:43.099,2021-12-21 11:13:48.016,RS5-D
79930,45264,GO_RETURN_BOX,COMPLETED,5211168,B004472,1075125001,2021-12-21 11:13:42.324,2021-12-21 11:13:42.324,2021-12-21 11:13:48.270,RS5-D
79926,45224,GO_SOMEWHERE,COMPLETED,1510103,B002432,1025122001,2021-12-21 11:13:39.681,2021-12-21 11:13:39.681,2021-12-21 11:13:49.192,P40
